date,Asset1,Asset2,Asset3,Asset4,Asset5
2019-08-02,249.8547,64.533,29.6652352478886,324.82,51.02
2019-08-05,250.0668,63.392,29.0239754633948,323.93,50.7
2019-08-06,250.6867,62.983,28.8055753918643,324.06,50.52
2019-08-07,252.0952,63.17,28.8799243523853,324.16,49.53
2019-08-08,250.8141,64.56,29.4700692265209,324.51,50.41
2019-08-09,249.6814,64.181,29.2423755349253,324.61,50.64
2019-08-12,250.2702,63.876,29.2005542446322,324.6,50.48
2019-08-13,251.1791,64.493,29.4236011261953,324.32,50.98
2019-08-14,252.4394,63.344,29.0100350332971,,50.25
2019-08-15,254.2854,62.874,28.9775073630691,,
2019-08-16,253.52,63.779,29.3180017348018,324.05,50.15
2019-08-19,252.4147,64.651,29.6043286809791,324.52,50.17
2019-08-20,253.2882,64.475,29.4588182657087,324.97,50.03
2019-08-21,253.1271,64.645,29.754532980613,325.63,50.39
2019-08-22,252.5028,64.407,29.6137164497062,326.22,50.13
2019-08-23,252.7453,63.574,29.3508589253468,326.51,49.7
2019-08-26,252.8617,63.352,29.4024916533459,,49.875
2019-08-27,254.3816,63.568,29.5573898373435,326.7,49.7
2019-08-28,255.495,63.659,29.5339204155257,326.79,50.3
2019-08-29,255.1437,64.532,29.8671862053385,327.16,50.43
2019-08-30,254.8829,64.501,30.0408599267902,327.34,49.95
2019-09-02,254.665,64.325,30.1488192671521,327.32,49.79
2019-09-03,255.6162,64.094,30.0784110016987,327.18,49.35
2019-09-04,255.0339,64.715,30.3037174511496,327.29,50.45
2019-09-05,252.8254,65.782,30.4304523289658,327.41,50.91
2019-09-06,253.9792,65.785,30.524330016237,327.26,50.47
2019-09-09,252.5855,65.856,30.4163706758751,327.12,51
2019-09-10,251.7088,65.328,30.4398400976929,326.86,51.27
2019-09-11,252.2928,66.01,30.6651465471438,326.65,51.09
2019-09-12,252.4003,66.458,30.7120853907795,327.42,50.68
2019-09-13,251.0433,66.477,30.7214731595066,327.68,51.13
2019-09-16,251.6181,66.123,30.5431055536913,327.63,52.34
2019-09-17,251.1379,66.174,30.5947382816904,327.35,51.84
2019-09-18,252.2246,66.127,30.5524933224184,327.09,51.53
2019-09-19,251.9318,66.649,30.79188142496,327.01,51.75
2019-09-20,252.1782,66.424,30.9373918402304,327.18,51.73
2019-09-23,253.7281,66.026,30.7965753093235,326.93,51.68
2019-09-24,254.1663,66.009,30.7684120031422,326.68,51.5
2019-09-25,253.8655,65.581,30.6463710096896,326.02,51.18
2019-09-26,254.052,65.487,30.8857591122312,326.07,50.95
2019-09-27,253.8928,65.823,31.0031062213202,326.23,51.11
2019-09-30,253.7455,65.692,31.1204533304093,326.13,50.89
2019-10-01,253.4301,65.329,30.6839220845981,326.33,50.8
2019-10-02,252.9777,63.624,29.8108595929758,325.88,50.45
2019-10-03,253.7945,63.759,29.8531045522478,325.39,50.39
2019-10-04,253.6501,64.752,30.1018804235165,324.91,50.57
2019-10-07,253.4346,65.138,30.3365746416946,324.63,50.72
2019-10-08,253.7332,63.874,30.0126966206089,324.32,50.57
2019-10-09,253.0193,64.246,30.1816764576971,324.45,50.9
2019-10-10,251.6692,64.968,30.3929012540573,324.75,50.91
2019-10-11,251.27,65.98,30.8951468809583,325.6,51.47
2019-10-14,251.7436,65.462,30.749636465688,325.62,51.18
2019-10-15,251.221,66.071,30.9608612620482,325.79,51.32
2019-10-16,250.795,65.922,30.942085724594,326.07,51.15
2019-10-17,251.1476,66.042,30.8763713435041,326.36,51.17
2019-10-18,250.5794,65.905,30.7637181187786,326.37,51.37
2019-10-21,249.721,66.147,30.942085724594,326.37,51.12
2019-10-22,250.3856,66.318,31.059432833683,326.54,51.36
2019-10-23,250.8438,66.105,31.1157594460457,326.41,51.57
2019-10-24,251.0453,66.35,31.4161680453136,326.17,51.84
2019-10-25,250.4363,66.642,31.4302496984043,326.02,52.06
2019-10-28,249.4148,66.905,31.4208619296772,326,51.92
2019-10-29,249.9037,67.045,31.4020863922229,325.88,52.03
2019-10-30,249.914,66.851,31.5006579638577,325.66,51.83
2019-10-31,250.9203,66.633,31.3082087049517,,51.27
2019-11-01,250.0916,67.347,31.444331351495,,51.81
2019-11-04,249.5918,67.822,31.7635154882171,326.23,52.43
2019-11-05,249.2662,67.724,31.8010665631256,326.7,52.46
2019-11-06,249.4238,67.708,31.9371892096689,326.76,52.24
2019-11-07,247.7821,68.114,31.9982097063952,326.96,52.17
2019-11-08,247.9518,67.875,31.9794341689409,,51.87
2019-11-11,247.2335,67.836,31.9606586314867,,51.83
2019-11-12,247.3298,68.256,32.1108629311207,326.37,51.77
2019-11-13,247.8381,68.067,32.0873935093028,326.05,51.75
2019-11-14,247.955,68.049,31.9302896903477,325.88,51.65
2019-11-15,248.2075,68.584,31.9821858467593,325.67,51.78
2019-11-18,248.4782,68.696,32.0104928411656,325.64,51.25
2019-11-19,248.3017,68.698,31.9444431875509,325.54,51.07
2019-11-20,248.6208,68.586,31.788754718316,325.33,51.4
2019-11-21,248.2037,68.22,31.7321407295033,325.22,51.41
2019-11-22,248.7423,68.298,31.8548043719308,325.33,51.47
2019-11-25,248.7454,68.889,32.1661813104005,325.73,51.47
2019-11-26,249.0479,69.067,32.1142851539889,326.45,51.62
2019-11-27,248.7962,69.282,32.2275131316142,326.93,51.6
2019-11-28,248.6273,69.358,32.1944883048068,327.23,51.51
2019-11-29,248.5491,69.256,32.0812603271815,327.46,51.09
2019-12-02,247.0168,68.524,31.533991768659,327.55,50.99
2019-12-03,248.4289,67.736,31.3122536458093,327.3,50.83
2019-12-04,247.8403,68.595,31.6849624054928,327.36,51.22
2019-12-05,247.1606,68.453,31.6047592546748,327.7,51.44
2019-12-06,247.044,69.302,32.0152106735667,327.98,51.58
2019-12-09,247.563,69.212,31.8972648635403,328.25,51.74
2019-12-10,247.6009,69.044,31.868957869134,328.45,51.93
2019-12-11,248.1417,69.011,31.9255718579466,328.56,51.72
2019-12-12,247.3449,69.554,32.0246463383688,328.75,52.12
2019-12-13,248.3365,69.533,32.2794092880258,329.46,52.27
2019-12-16,247.7756,70.281,32.713449868923,329.7,52.72
2019-12-17,248.2644,70.251,32.4539690868649,329.72,52.86
2019-12-18,247.3576,70.321,32.4917117460734,329.79,52.82
2019-12-19,247.0007,70.439,32.5860683940945,329.88,53.09
2019-12-20,247.0186,70.933,32.9304701593716,329.93,52.98
2019-12-23,246.9417,70.971,32.963494986179,330.05,52.97
2019-12-24,246.965,70.99,32.9776484833821,,
2019-12-25,,,,,
2019-12-26,,,,,
2019-12-27,247.2267,71.318,33.0342624721948,330.16,53.55
2019-12-30,246.1738,70.819,32.6474002153082,330.17,53.5
2019-12-31,246.3738,70.8,32.5907862264955,,
2020-01-01,,,,,
2020-01-02,246.569,71.128,32.9870841481843,,53.19
2020-01-03,247.7501,71.155,32.9493414889758,330.49,53.47
2020-01-06,247.5701,71.052,32.8502670085536,,53.63
2020-01-07,247.4227,71.237,32.8502670085536,330.04,53.49
2020-01-08,247.0759,71.364,32.8974453325642,,53.17
2020-01-09,246.6689,71.908,33.0295446397938,330.01,52.97
2020-01-10,247.0702,72.003,33.0012376453874,330.18,53.18
2020-01-13,246.1124,72.033,32.9021631649652,330.2,52.88
2020-01-14,246.3038,72.206,32.9399058241737,330.15,53.14
2020-01-15,246.8187,72.443,33.0106733101895,330.21,53.04
2020-01-16,246.6133,72.624,33.0625694666012,330.5,52.97
2020-01-17,246.8645,73.015,33.4116890642793,330.84,52.83
2020-01-20,246.9642,73.037,33.3503572430656,331.09,53.17
2020-01-21,247.4027,73.082,33.298461086654,330.94,52.73
2020-01-22,247.6342,73.174,33.1993866062318,330.88,52.35
2020-01-23,248.7842,72.653,33.0201089749917,330.69,51.64
2020-01-24,249.1343,72.822,33.3314859134614,330.65,50.97
2020-01-27,250.7723,71.285,32.5671970644903,329.51,50.04
2020-01-28,250.435,72.003,32.8691383381579,329.65,50.36
2020-01-29,251.0762,72.133,33.0389803045959,330.15,50.08
2020-01-30,251.6655,71.466,32.6992963717199,329.83,49.65
2020-01-31,252.3739,71.169,32.2982806176301,329.84,49.425
2020-02-03,251.812,71.405,32.3454589416406,329.56,48.78
2020-02-04,251.4971,72.5,32.9163166621684,330.19,49.095
2020-02-05,250.8521,72.947,33.3692285726698,330.82,49.585
2020-02-06,250.8078,73.457,33.5060457123004,331.41,49.625
2020-02-07,251.2211,73.324,33.4494317234878,331.39,49.575
2020-02-10,251.69,73.322,33.4635852206909,331.2,49.19
2020-02-11,251.74,73.894,33.6900411759416,331.74,49.475
2020-02-12,251.5303,74.175,33.807986985968,332.11,49.885
2020-02-13,251.8079,74.242,33.8105408665202,332.16,50.15
2020-02-14,251.8447,74.225,33.7348703316392,332.39,49.99
2020-02-17,251.9374,74.459,33.8625643592509,332.56,50.1
2020-02-18,251.9049,73.794,33.7679761906497,332.53,49.995
2020-02-19,252.1332,74.481,34.0280936543031,332.7,50.49
2020-02-20,252.9427,73.532,33.7821644159399,332.89,50.55
2020-02-21,252.9659,73.469,33.5835292618772,332.73,50.2
2020-02-24,253.174,71.177,32.3491536616308,330.84,49.05
2020-02-25,253.4588,70.006,31.7201423404324,330.24,49
2020-02-26,252.8853,69.602,31.7532481994429,328.93,48.505
2020-02-27,252.8342,66.881,30.6938607111088,327.45,47.505
2020-02-28,253.4235,63.983,29.4594851108623,324.03,46.64
2020-03-02,253.4953,66.074,29.6108261806243,324.04,47.57
2020-03-03,254.8542,66.756,30.0175553056097,326.13,47.75
2020-03-04,254.6425,67.051,30.6560254436682,326.91,47.9
2020-03-05,254.6287,67.276,30.258755135543,326.17,47.76
2020-03-06,254.73,64.785,29.1142382954677,322.37,46.145
2020-03-09,254.8576,61.573,26.9103339670584,313.56,43.79
2020-03-10,254.0371,60.633,26.6454870949748,314.26,44.595
2020-03-11,255.1918,60.977,26.6171106443945,312.43,44.45
2020-03-12,255.61,55.159,23.6943362346155,302.83,42.6
2020-03-13,247.2986,55.77,24.1152535848911,301.09,42.355
2020-03-16,245.7206,55.154,23.2308542084694,290.81,40.64
2020-03-17,242.4943,54.936,24.0774183174506,285.05,40.24
2020-03-18,239.38,52.024,22.8950662099349,276.45,38.7
2020-03-19,246.1901,52.048,23.8220302622272,273.46,38.89
2020-03-20,246.01,51.682,24.2334887956427,275.28,39.5
2020-03-23,246.145,48.516,23.1693718988785,272.79,38.55
2020-03-24,244.565,53.013,25.0564058624737,275,39.88
2020-03-25,243.975,54.875,25.8462170702942,281.14,39.9
2020-03-26,247.335,56.91,26.3759108144612,285.34,40.04
2020-03-27,248.69,55.958,25.5577231560603,288.16,39.735
2020-03-30,246.72,57.148,26.1820050688287,287.39,39.335
2020-03-31,246.5,57.866,26.4894166167827,289.78,39.685
2020-04-01,246.36,54.87,25.7800053522733,289.84,38.765
2020-04-02,246.565,54.825,26.0022875484863,290.24,39.08
2020-04-03,245.99,54.597,25.7989229859935,290.4,39.7
2020-04-06,246.16,57.093,26.6738635455552,291.63,39.84
2020-04-07,244.43,59.565,26.9245221923485,294.41,40.64
2020-04-08,244.045,59.484,26.8252046153172,296.06,40.525
2020-04-09,245.1465,61.103,27.0853220789707,300.68,40.9
2020-04-10,,,,,
2020-04-13,,,,,
2020-04-14,244.4801,61.738,27.3076042751836,306.31,40.775
2020-04-15,245.0141,60.79,26.5508989263736,306.93,40.065
2020-04-16,245.4809,61.097,26.7495340804362,305.57,40.115
2020-04-17,245.7676,62.192,27.3738159932045,305.58,40.24
2020-04-20,244.32,62.657,27.6717687242985,305.03,39.915
2020-04-21,243.27,59.929,26.6785929539853,303.05,38.145
2020-04-22,242.58,61.148,27.2508513740229,302.63,38.255
2020-04-23,243.765,62.04,27.3785454016346,303.88,39.05
2020-04-24,245.18,61.248,27.1278867548412,304.01,37.91
2020-04-27,245.68,62.993,27.5913687809874,304.94,37.34
2020-04-28,246.22,63.166,28.0264743565532,305.42,37.61
2020-04-29,246.65,64.277,28.3338859045073,305.49,38.015
2020-04-30,248.045,63.811,27.6623099074384,305.94,38.615
2020-05-01,,,,,
2020-05-04,247.2455,61.672,26.8252046153172,303.86,38.015
2020-05-05,246.87,63.323,27.4494865280855,303.56,39.39
2020-05-06,245.255,62.766,27.3643571763444,303.63,38.875
2020-05-07,245.37,63.293,27.5913687809874,303.82,39.72
2020-05-08,246.408,63.949,27.8278392024906,,39.755
2020-05-11,245.6219,64.022,27.7663568928997,304.41,39.495
2020-05-12,245.7662,64.115,27.8278392024906,304.45,39.21
2020-05-13,246.8126,62.229,27.3407101341941,303.93,38.975
2020-05-14,246.6615,61.388,26.8588007158674,302.27,39.16
2020-05-15,246.2865,62.045,26.9639793587561,301.73,39.66
2020-05-18,246.52,64.744,27.9297105343712,302.61,41.215
2020-05-19,246.984,64.846,27.7576000278259,304.23,41.065
2020-05-20,247.1533,65.284,27.9918615506236,305.46,41.63
2020-05-21,247.4829,64.574,27.7050107063815,,41.405
2020-05-22,247.4329,64.443,27.6046129108968,306.86,40.95
2020-05-25,247.5321,65.633,28.1591912097648,,41.31
2020-05-26,246.9192,65.934,28.0779168038962,308.54,41.615
2020-05-27,247.6753,65.577,28.1687529045729,311.57,40.84
2020-05-28,248.2499,66.827,28.6420567975723,312.77,41.065
2020-05-29,248.4363,66.026,28.1735337519769,312.87,41.24
2020-06-01,247.672,66.77,28.6516184923804,,41.79
2020-06-02,247.9431,67.035,28.8571949307539,314.5,42.385
2020-06-03,246.8674,68.331,29.6125688205914,316.14,42.53
2020-06-04,247.421,68.252,29.3304988237534,317.48,42.695
2020-06-05,246.7555,70.195,30.0858727135908,320.2,43.815
2020-06-08,247.5129,70.26,29.9902557655102,321.52,43.595
2020-06-09,246.9694,70.251,29.7177474634802,320.18,43.55
2020-06-10,246.7153,69.864,29.6842815316519,318.65,43.875
2020-06-11,248.1328,67.485,28.5225356124715,315.72,42.84
2020-06-12,248.646,66.413,28.5751249339159,315.69,42.805
2020-06-15,248.7427,66.037,28.4651654436231,314.97,42.64
2020-06-16,249.005,68.454,29.3018137393291,318.28,43.27
2020-06-17,248.9244,68.417,29.6555964472277,318.28,43.305
2020-06-18,249.6926,68.221,29.42133492443,317.49,43.53
2020-06-19,249.9311,68.617,29.7512133953084,317.26,43.97
2020-06-22,250.5869,67.957,29.4595817036623,316.36,43.965
2020-06-23,249.92,68.981,29.827706953773,316.5,44.105
2020-06-24,250.5092,66.901,29.000620352875,316.29,43.205
2020-06-25,250.8555,66.588,29.2348818756727,315.55,43.07
2020-06-26,250.9475,66.327,29.1057989957637,315.47,42.835
2020-06-29,250.8549,66.606,29.2157584860565,315.11,43.33
2020-06-30,250.8123,67.372,29.1583883172081,315.23,43.65
2020-07-01,249.808,68.037,29.2444435704807,315.61,43.935
2020-07-02,250.624,68.887,29.837268648581,316.36,44.23
2020-07-03,250.494,68.461,29.5504178043389,316.72,44.26
2020-07-06,250.8153,69.653,29.9854749181061,317.4,44.79
2020-07-07,250.9912,69.606,29.7846793271366,317.46,44.82
2020-07-08,251.3201,68.911,29.6269113628035,317.19,44.94
2020-07-09,251.5886,68.522,29.42133492443,317.31,44.905
2020-07-10,251.6951,69.198,29.6651581420358,316.86,45.125
2020-07-13,250.6583,70.702,29.9424472914698,316.86,45.17
2020-07-14,251.4364,69.421,29.7225283108842,,44.965
2020-07-15,251.4369,70.581,30.2101747460958,317.63,44.96
2020-07-16,251.8136,70.197,30.0476259343586,318.09,45.085
2020-07-17,251.5844,70.471,30.1432428824393,318.4,44.975
2020-07-20,252.388,70.834,30.2627640675401,319.02,44.895
2020-07-21,252.3829,71.633,30.3249150837926,320.36,45.675
2020-07-22,253.0475,71.355,29.9615706810859,320.72,45.33
2020-07-23,253.2529,71.669,29.9806940707021,321.71,45.62
2020-07-24,252.6167,70.481,29.4404583140462,321.77,45.375
2020-07-27,253.2662,70.509,29.3591839081776,321.79,45.45
2020-07-28,253.2529,70.799,29.5265135673188,321.7,45.62
2020-07-29,253.1369,70.91,29.4691433984704,321.75,45.785
2020-07-30,253.9584,70.654,28.8954417099862,321.28,45.255
2020-07-31,253.4917,70.871,28.5081930702594,321.16,45.595
2020-08-03,253.4599,71.997,29.0962373009557,321.11,46.21
2020-08-04,254.3392,72.115,29.0675522165314,321.53,46.225
2020-08-05,253.6748,72.7,29.0532096743193,322.25,47.015
2020-08-06,254.3764,72.597,28.8046056093095,322.82,46.72
2020-08-07,254.136,73.123,28.8619757781579,323.07,46.22
2020-08-10,254.4938,73.215,28.9480310314306,323.4,46.415
2020-08-11,253.6638,73.769,29.3830881451977,324.09,46.465
2020-08-12,253.2339,73.811,29.7894601745407,324.74,46.47
2020-08-13,252.2681,73.856,29.8245020176424,325.12,46.585
2020-08-14,252.3624,73.792,29.4692166639727,324.7,46.7
2020-08-17,253.1488,73.906,29.5568212717268,324.44,47.18
2020-08-18,253.2985,74.005,29.3913459015245,324.32,47.33
2020-08-19,253.6671,74.262,29.6833612607051,324.31,47.535
2020-08-20,253.9391,73.772,29.3864789788715,324.46,47.16
2020-08-21,253.7776,74.007,29.2891405258113,324.61,46.77
2020-08-24,253.6816,74.768,29.7660989458062,324.85,47.125
2020-08-25,252.184,75.052,29.654159724787,325.25,47.455
2020-08-26,252.1691,75.569,29.8439697082544,325.22,47.525
2020-08-27,251.8514,76.369,29.649292802134,325.33,47.465
2020-08-28,251.7839,76.31,29.4497489733606,325.38,47.815
2020-08-31,251.385,76.38,29.1918020727511,,47.875
2020-09-01,251.8749,76.655,29.1723343821391,325.53,48.125
2020-09-02,253.2794,77.495,29.7466312551942,326.01,47.575
2020-09-03,253.4641,75.903,29.3670112882595,326.49,46.865
2020-09-04,253.01,73.755,28.9825243986717,326.32,46.915
2020-09-07,252.5465,75.021,29.4740835866257,326.18,46.985
2020-09-08,253.1179,73.272,29.133399000915,326.02,46.015
2020-09-09,252.6973,74.243,29.649292802134,325.66,46.37
2020-09-10,252.4591,74.281,29.4400151280546,325.85,46.45
2020-09-11,253.3644,73.136,29.5519543490738,325.65,46.48
2020-09-14,253.5992,74.219,29.5519543490738,325.58,46.57
2020-09-15,253.7823,74.585,29.7660989458063,325.66,46.7
2020-09-16,254.0848,74.714,29.8439697082544,325.84,47.19
2020-09-17,254.2654,73.438,29.654159724787,325.68,47.57
2020-09-18,254.0508,72.779,29.4594828186667,325.68,47.84
